ID,ETA
000V4BQX,1838.3655080890387
003WBC5J,789.0232495826907
004O4X3A,1067.8840953592605
006CEI5B,3432.64920901827
009G0M2T,472.76446167906045
00A3ZHHB,339.7241633559036
00BRKED8,1034.7811549890891
00F6T3BP,947.8335584471835
00HN6E8I,2541.0696979722957
00HS3XXF,419.23407392856194
00I2LQXB,1426.1500955680765
00L8B0SE,1298.2428481251045
00OWTXZD,647.916728447815
00PNEC3Z,3006.9202543841684
00R4O0RU,2251.837994294944
00UN3NTN,529.5422897823289
00VNR98C,1403.1037446774508
00WNC10D,2667.1960910282646
00XN24ZZ,1582.5510132030947
00XUV5ZA,174.5237299262829
00XYODZY,2316.7868013503435
00Y55WG1,1084.435565544346
00Z2KCDZ,1829.880260715672
00ZZRLPD,1204.1718340351872
010YSNCO,571.4447459471028
012RRJ0R,1415.0459446844113
012V36NR,2181.6513802189484
014PL5HN,980.9364988173547
017DQTZ5,1401.8466709925076
019LKXYD,300.96439140348787
01BFEF3D,2900.488015725643
01F3EMGD,2288.921668000769
01F56BTX,613.6614705331124
01F5WFIJ,589.7770705191913
01HMMFP3,1670.6509272895316
01IHFY2V,1664.0512904435798
01JM9RTG,544.4176617208236
01KDGA66,2843.2911630607264
01KUEVC1,287.3460931499364
01LFCY6Z,3908.7658671905124
01LZ4P3C,2656.5109647062473
01M0W4B4,1238.217579669066
01MEWIXE,1592.5028465422286
01NBG1SI,2190.2413837327267
01O3DI4E,415.88187743538003
01OZ7SN8,1081.3976374724
01P9UDI0,1349.6781130673642
01QFQ7LR,422.1672458600961
01QH2MKZ,801.3844741512991
01QVEQBG,1210.8762270215511
01T7QMDR,1865.7068607365536
01V9XYE3,1892.9434572436567
01VG75BO,1126.6522901303556
01VGB3CZ,3230.2603457424125
01VQFSVE,2525.984813752977
021D1H50,332.60074580789205
024IZALO,546.4080283886505
025SHTKR,2154.9385644139047
02C4QT1S,218.20704047805958
02DLUXW8,1932.7507906001917
02DVTSHX,460.8222616720999
02GRBULM,1495.3939043803653
02HQP80U,1242.931605987603
02IIEJ0Y,3176.1014211494426
02OAKS3W,1678.9266623820745
02PE735S,1589.779186891518
02RVJ3NX,1364.658241146271
02YGVXX0,361.513440561586
02Z6J93C,977.1652777625251
02ZBMA6T,1387.3903236156607
030W4UC5,2156.614662660496
031BTSPP,742.8257916610277
0345CSH2,2730.573555977485
035KDW25,1977.3769064156759
0370TUOH,2121.311843341674
037DEX64,1456.2151078663017
0385UYE7,972.2417391631642
0394NO1C,328.30574405100276
03B57WF0,2704.2797647340894
03D0CZ12,3263.15377383176
03DV7DSY,4415.9950990651
03F9MKMS,727.2171267396494
03FFU7QC,445.42310903154555
03FT8UJ5,2381.1070715632713
03GIAKYC,436.2045686752953
03GSIPUW,1754.5605957594912
03H42QBA,532.4754617138631
03HEO6XD,1002.9352883038611
03HUWDQT,1637.967011481008
03I2XAUZ,1663.422753601108
03P3BRWX,762.6247021988833
03R3QV2D,726.274321475942
03SQRSGA,2006.4991134501936
03SQX4SO,1319.717856909551
03T7B0MV,557.7216915531393
03U3P3FB,164.88616500838492
03Y93852,694.9522354927735
03ZJ8ZHS,783.8901987025059
03ZJ8ZJA,456.73677219603445
0410QY1K,1838.4702642294508
04203XSD,3023.471724569254
04297MV1,2371.050482083726
043KMKMQ,618.8992775537091
043LIIF0,1094.4921550238919
045FUDR0,1066.1032409722575
046H1KPZ,1012.9918777834067
047A0334,2470.3593031942396
0483RWEL,2373.2503610323765
048JNP3Y,984.1839391701247
049MGBP6,1689.192764142444
04ALZ8PR,1258.2260024877455
04C92Z98,3251.840110667271
04DHDCN5,1242.5125814259552
04DOLWSF,2111.8837907046
04FDOX33,648.3357530094627
04G16WNM,1765.5599905027443
04HZ0DVV,2154.3100275714332
04JH359S,1749.951325581366
04M8VYZA,1177.6685305109677
04MS371O,598.262317892558
04NL4S6Z,891.4747549055627
04P3DVRW,4603.089565840814
04PHPOGP,879.4277987581902
04PM33GH,423.1100511238035
04SCJP4H,86.94759654190564
04TTIGV6,1409.493869242579
04UKKGIP,818.7739934596801
04VP0UUG,1038.7618883247426
04VV9DUW,384.35027917138774
04WUDZZ4,856.8004724292124
04Z9M7UQ,578.1491389334666
050HHQ31,1595.2265061929388
053AB5JI,1393.8852043212007
053ZR9JQ,1393.1519113383172
055K1UOL,937.0436759847543
056RDD4X,354.2852668731625
056SJDYU,334.6958686161308
058WM88J,2380.6880470016235
05A66KX5,577.625358231407
05BDDDAR,652.630754766352
05ECVRTB,1277.920156885189
05ELVAQP,768.0720215003039
05FRSXLZ,2518.3376155029055
05G9EFLJ,882.3609706897244
05KMHBW9,3147.9220193786323
05KWM9TL,457.88908974056574
05LAMRQB,1428.245218376315
05LI7PMD,524.4092389021441
05LKANAH,1775.407067701466
05M1D54K,1412.0080166124653
05ND9UCD,167.5050685186833
05PVL6PQ,2984.2929280551903
05RAX4XJ,3353.3488107264357
05RM8HBJ,2200.6122416335083
05UFNNZJ,662.0588074034262
05UY00R1,1564.1139324905942
05V8F0KP,1880.5822326750483
05W5RJ66,3260.9538948831096
05WF3QNZ,921.1207426421402
05WNG06E,2715.1744033369305
05YTSV8D,643.3074582696898
05Z0H6MV,42.530993007245414
05ZTJ1GM,493.08715291897573
060CJJBV,626.5464758037804
060D11WT,389.2738177707486
060LVGYO,922.6920847483192
061YTJR4,439.1377406068295
063EUY66,1885.715283555233
064PH11R,501.3628880115186
065MJ4IQ,2754.038931429758
067B12E0,2153.367222307726
068LPPHT,1263.673321789166
068SFQA9,577.9396266526427
068UCEPC,120.36480533331276
0691U1JC,3417.9833493605993
069BSPHP,348.4189230100942
06AOL01H,392.83552654475443
06CEOTQC,449.8228669288468
06CFZR6E,1787.7682922700744
06CVC448,1001.8877268997417
06CXSKMU,2107.065008245651
06D0E3KC,2415.1528171971504
06DFEQZ7,1563.1711272268867
06DXMGUO,4753.309871191528
06GA8ARZ,1325.2699323513834
06GIU733,880.1610917410737
06MCRXT6,2088.942195954386
06ORD9WN,53.63514389091047
06OUB6OS,1472.2427973493277
06P03TWM,1078.9882462429255
06RWWZZH,1234.970139316296
06S130OX,642.888433708042
06SOL5GK,2517.918590941258
06SZG8Y5,448.9848178055513
06TNRS1U,1766.1885273452158
06U6M2NH,7.123417548011547
06VRLQT8,874.5042601588293
06WM2Y19,890.3224373610315
06WM308W,728.4742004245926
06Y4FCO1,740.5211565719651
07267YG9,865.390475942991
077FWN85,4162.0662147065705
07A1WJ9E,713.5988284860979
07C49TB3,1534.8869693156644
07CKIEW8,2488.2726032046803
07CNY7D8,2543.6886014825936
07EVD777,620.0515950982403
07FISW9T,1426.2548517084883
07GUFWBR,3313.5414773699003
07IEVENH,975.4891795159342
07IF6KHK,1928.3510327028905
07IZ0Z85,1332.6028621802188
07JKKTSS,1113.4530164384519
07PFFIAF,820.3453355658592
07QA4M95,1258.5402709089813
07SBP22Y,271.6326720881462
07WW0QID,2193.384067945085
07X3SYX5,1370.2103165881035
07X53A6Z,1010.7919988347561
07YOWWRB,2093.0276854304516
080DI3AT,628.9558670332548
0828VVUO,443.6422546445427
085E71EE,886.6559724466138
086T5YRJ,803.4795969595377
089Z50UC,3946.163809317573
08B39OO5,2913.3730209963105
08B6V8Y8,2028.7074152175237
08C0Q6P3,2969.6270683975195
08C8SRIK,261.3665703277766
08FZZWFQ,1924.5798116480607
08GUYACU,1859.2119800310138
08HS01EQ,795.0991057265829
08J9YEI3,1694.8495957246885
08JITE5A,904.9882970187023
08LIIZLO,4385.615818345638
08LP3Q2I,2942.809496452064
08MUM1CR,199.87471590597104
08MVPYPO,2332.6049785525456
08O9UWNZ,3847.6930373303544
08OABO3R,481.56397747366293
08QGBHGA,771.1099495722499
08QYBGXI,1500.9459798221976
08R6ZVON,1595.8550430354103
08TZE8NA,1678.9266623820745
08VMBN9C,1304.6329726902325
08XXGGRT,2656.6157208466593
08ZI74OK,1811.6526922839955
08ZSZEN4,3060.136373713431
091XPF0K,2877.3369086946054
091XQTBJ,1807.56720280793
091YNWIU,1645.823722011903
094ZTEFA,570.1876722621596
0952TCAS,1233.7130656313527
098FBDIW,1265.8732007378167
0998XHUQ,1795.4154905201456
099MYABK,2848.1099455196754
09ABB2KM,3728.690061822397
09ACSOXI,4441.346085044787
09EBGS5O,1741.2565659271754
09FK0F66,3020.53855263772
09FO9SIF,1267.2350305631717
09GH71NT,3094.810656189781
09HD0YI6,1137.0231480311372
09HDGET4,1465.7479166437877
09ICDX5F,40.54062633941866
09KN9WSX,1737.275832591522
09QHKQ3H,1275.8250340769505
09R2S2OL,493.29666519979963
09RGV68E,904.9882970187023
09TL2OK5,4431.499007846066
09VA0UVS,323.9059861537015
09VI40GE,615.0233003584675
09Y4HKAU,3757.393244295267
0A2WP5I1,2133.1492872082226
0A4IF5IE,340.2479440579633
0A6JVNQ9,995.8118707558494
0A8DLESC,401.0065054968853
0A8KD8FR,3872.729754888807
0A8PE7N8,474.4405599256514
0A9G2GKR,745.9684758733856
0ABI7YZI,1584.9604044325692
0ACL4GE4,1718.4197273173738
0AE9Q6S6,2210.0402942705823
0AEDU6N1,1032.5812760404385
0AEYILJW,1161.1170603258822
0AG26SV3,1368.1151937798647
0AGPSN7S,158.49604044325693
0AHTK9PS,546.3032722482385
0AI5NQ4I,645.0883126566928
0AI9E4PW,564.3213283990913
0AIPDFU5,2942.809496452064
0AM4C382,1389.2759341430756
0AM4X31Y,2227.010789017316
0AMMHKBP,1704.6966729234102
0ANE39OH,1948.9879923640417
0AQ7DKZ6,1089.0448357224711
0AQYJ1EI,2833.234573581181
0ARUJQB7,668.8679565302018
0ASRAPYL,601.6145143857399
0AU00TTX,1133.4614392571314
0AU651JY,201.02703345050233
0AU9KWV4,2456.0077119578045
0AVWYCBB,3258.754015934459
0AWGGELS,1392.1043499341977
0AWU3268,924.4729391353221
0B12FA6B,2189.1938223286074
0B60J0B0,423.7385879662751
0B63Q5F7,993.0882111051392
0B6FX9T9,2760.63856827571
0B6WF0WX,577.7301143718188
0B8R48AD,1399.5420359034451
0B9FM9GX,606.8523214063366
0BAAI1KB,711.0846811162114
0BB04DMT,1291.1194305770928
0BBC3M1E,1281.6913779400188
0BBJVG4P,321.3918387838151
0BKL43RW,1936.1029870933737
0BKNTW7Q,1220.0947673778012
0BMO8WFV,880.2658478814857
0BNLXS2Z,491.93483537444445
0BWN88JF,919.2351321147254
0BWOCKC6,157.8675036007853
0BXQ02WU,309.44963877685456
0BY9S4ZK,2379.3262171762685
0BYGZF96,447.4134756993723
0C071KTQ,1448.5679096162305
0C70YT2B,1834.1752624725614
0C7RB75M,2311.339482048923
0C9CRMMJ,1991.6237415116989
0CDEFI9H,951.3952672211892
0CDHW765,1405.0941113452775
0CE9D959,1679.9742237861938
0CI4SI4U,1205.8479322817782
0CN48HQE,593.0245108719613
0CNGE3KT,606.5380529851009
0CO2AVXL,1814.06208351347
0CO7XZEU,941.5481900224673
0CQJT8N0,834.2779022406464
0CVYNVXH,973.8130812693432
0CW8KLZU,261.9951071702482
0CXUE2HD,563.3785231353838
0D1HOPK2,382.4646686439729
0D64D88H,1181.963532267857
0D9F0TD9,533.2087546967466
0D9IZIFT,1364.343972725035
0DC8TSA5,403.101628305124
0DD04BRF,489.3159318641461
0DG888MU,2628.436319075849
0DI3QBKT,607.2713459679844
0DI3T6U5,2044.316080138902
0DLLL8UH,2413.2672066697355
0DLX021A,743.873353065147
0DN3JKCJ,1526.2969658018858
0DP7XMAJ,911.2736654434183
0DP8U15E,118.374438665486
0DRCYM0J,1524.411355274471
0DRVBBI7,702.8089460236687
0DS2NH54,1415.883993807707
0DSCUCUN,543.893881018764
0DTN9JO2,2349.994497860927
0DU6UMNT,615.966105622175
0DV1RV2Y,2534.2605488455197
0DZQHAHA,145.92530359382476
0DZVAYFE,903.3121987721113
0E4P9CH6,3642.9995389654346
0E59LA8R,2721.5645279020587
0E5GF7JE,1105.0725252054972
0E77FH2A,170.12397202898165
0E9KE981,3859.530481196903
0EBL7OIP,1353.449334122194
0ECSCHK8,765.1388495687697
0EGN4TI6,796.3561794115261
0EHZPH02,682.1719863625175
0EOML8AY,2422.3809908855737
0EPMV2PL,1693.0687413376857
0EQQTZFG,3026.8239210624356
0ER2DXIA,1076.578855013451
0ER9P8R4,2811.4452963754984
0ES79T3E,388.33101250704124
0EU893UQ,255.81449488594407
0EV7KZI8,890.1129250802076
0EWDOM3N,142.88737552187868
0EWNWWE7,420.4911476135051
0F14JZZL,4708.47424309522
0F2TIPH4,2446.3701470399064
0F2YAMBK,975.5939356563462
0F31OY9N,838.4681478571239
0F32DM4P,1471.2999920856203
0F39YIXV,795.3086180074068
0F3F2P6N,1098.8919129211931
0F3IEGY5,1291.9574797003884
0F4OUTQK,630.7367214202577
0F66FHX6,697.8854074243077
0F7T6NPW,323.5917177324657
0F7Y5KV9,2552.6976295580203
0F81KQKO,1556.361978100111
0F8G2XIZ,2538.9745751640567
0FBL6UER,2094.5990275366307
0FCDKBBW,2124.7687959752675
0FCJHBJ9,3269.8581668181237
0FDC4NKA,3173.901542200792
0FE3S1QC,1212.657081408554
0FFIUPND,1603.5022412854817
0FFMUNDJ,615.756593341351
0FGG8MU3,1258.1212463473335
0FGUQ7HW,1243.6648989704865
0FKAUY51,1605.7021202341323
0FKGDMSG,1715.1722869646037
0FLQCDSY,191.38946853260435
0FLR4GM0,278.23230893409806
0FN1UXFN,690.4477214550603
0FSJ6V50,2873.6704437801877
0FTKGNYG,261.7855948894243
0FTU1MGP,721.8745635786407
0FWU5PWH,2961.4560894453884
0G0DXH8X,1060.3416532496012
0G2R5YHH,1994.1378888815855
0G3K45P7,1016.9726111190603
0G50TMTT,3466.380686230913
0G7DJZ7Z,2480.520648814197
0G8WHMFW,1087.6830058971161
0GEQHEB4,295.936096663715
0GEZH5JP,401.42553005853307
0GFCXXW8,845.6963215455473
0GFI9N0O,594.2815845569045
0GGG0VIF,2650.330352421943
0GIQNQAY,2871.470564831537
0GJ9TY1A,966.165883019272
0GKVFUX8,1415.569725386471
0GKX2VG8,2147.8151468658934
0GLCFF1E,992.3549181222556
0GM54HVH,412.5296809421981
0GQDEOPT,2047.7730327724958
0GS96NVC,1073.1219023798571
0GUMANF3,2390.4303680599337
0GVQ6GDA,1954.540067805874
0GX32ZYK,4005.0367602290803
0GZ0NQ1C,2215.068589010355
0GZJUQF5,127.06919831967656
0H0267E2,562.4357178716764
0H05HF9Z,1233.9225779121766
0H0V9PGE,890.2176812206195
0H1JSF93,392.9402826851664
0H2K8H5A,536.4561950495166
0H2M0GPF,2388.020976830459
0H476IVM,2386.1353663030445
0H55X7EW,1291.2241867175048
0H571I24,1958.2065327202918
0H73Z7V3,2911.487410468896
0H7B3OOA,464.1744581652818
0H7S3SYH,1262.9400288062825
0H8DF8L6,2213.1829784829406
0HB5PT8X,381.4171072398536
0HB7X2JF,413.26297392508167
0HCIXYSU,3722.5094495380927
0HD9HP9E,315.8397633419826
0HDI2U1Q,681.8577179412817
0HECDM05,2386.868659285928
0HEL6PGY,815.736065387734
0HF43PYC,1459.7768166403075
0HF5O4OD,160.69591939190755
0HFMMLDA,1520.4306219388175
0HIT4TTP,99.20406497010198
0HJF0URK,111.04150883665058
0HLIVTMS,473.8120230831798
0HLNUPLT,1252.9881954671487
0HLXE3ZI,123.5074895456708
0HMQIYPM,80.03369127471797
0HP4365G,2618.0654611750674
0HPUVRU8,277.2895036703907
0HRHNMC1,493.29666519979963
0HS7X6R3,1853.5551484487692
0HSIBPMO,618.1659845708256
0HUPWY82,230.56826504666785
0HVD5VWB,719.4651723491662
0HWOHRY8,1006.182728656631
0HX8FONP,2161.7477135406807
0HYSNU1Y,1344.6498183275914
0HYZ05WZ,1437.5685148729774
0HZ5MYJI,1435.6829043455625
0I1GMGVC,2176.5183293387636
0I2F3J3O,1919.2372484870523
0I2QHXK3,351.45685108204026
0I6CJP0F,1062.9605567598994
0I6PT1F1,1997.1758169535315
0I7HN3J7,25.03671755845235
0IB5XMZJ,1446.2632745271678
