ID,ETA
000V4BQX,1444.9558844340977
003WBC5J,798.9847782935169
004O4X3A,998.3485912050337
006CEI5B,2086.6915743441314
009G0M2T,431.4592537692714
00A3ZHHB,493.1907598164901
00BRKED8,921.7566113705093
00F6T3BP,932.1294480269391
00HN6E8I,1686.3268533793084
00HS3XXF,534.392491366117
00I2LQXB,1185.5386618323782
00L8B0SE,1079.4908626629478
00OWTXZD,759.0110134970379
00PNEC3Z,1835.6061074116753
00R4O0RU,1556.2901895910202
00UN3NTN,682.0282601198413
00VNR98C,1031.437542185012
00WNC10D,1799.7154995482492
00XN24ZZ,1210.4113003050643
00XUV5ZA,425.0472510889459
00XYODZY,1676.95035775306
00Y55WG1,1008.921593445185
00Z2KCDZ,1442.8422328647616
00ZZRLPD,946.041856157239
010YSNCO,650.4632277286894
012RRJ0R,1144.680975736607
012V36NR,1402.1551745438646
014PL5HN,891.4554351986417
017DQTZ5,1211.7586164556153
019LKXYD,446.4717017963658
01BFEF3D,1811.8439452351035
01F3EMGD,1593.3889077028332
01F56BTX,661.0173456492167
01F5WFIJ,692.8596663043188
01HMMFP3,1235.1748102488582
01IHFY2V,1307.4668552213311
01JM9RTG,682.5510982528837
01KDGA66,1775.5858103493988
01KUEVC1,524.5763763519022
01LFCY6Z,2412.495250922668
01LZ4P3C,1772.694887381474
01M0W4B4,1042.904501959889
01MEWIXE,1165.260070882476
01NBG1SI,1519.3859132923162
01O3DI4E,617.5176898540338
01OZ7SN8,921.9624485688985
01P9UDI0,1065.1230047988179
01QFQ7LR,627.1433281210142
01QH2MKZ,870.0301346816574
01QVEQBG,1001.1286681619563
01T7QMDR,1402.2962200068282
01V9XYE3,1342.161730036591
01VG75BO,1029.8823200665151
01VGB3CZ,2099.45592775896
01VQFSVE,1662.5661146848756
021D1H50,526.9049419883612
024IZALO,713.5873733007387
025SHTKR,1438.6033811707173
02C4QT1S,484.80899503764954
02DLUXW8,1454.2989766680137
02DVTSHX,610.7742039773
02GRBULM,1116.5360170508345
02HQP80U,1061.0833668185935
02IIEJ0Y,2162.0147483050782
02OAKS3W,1359.559033042392
02PE735S,1163.9530886326993
02RVJ3NX,1073.1281816105193
02YGVXX0,583.0564782545997
02Z6J93C,891.137265295563
02ZBMA6T,1064.7458570063989
030W4UC5,1335.136886752844
031BTSPP,771.528193620623
0345CSH2,1817.779359085977
035KDW25,1434.9266225112456
0370TUOH,1476.6993214639406
037DEX64,1149.920458933496
0385UYE7,754.0504815261122
0394NO1C,590.9529267548556
03B57WF0,1794.647780138327
03D0CZ12,1996.7569759994785
03DV7DSY,2653.195765570234
03F9MKMS,723.007126043591
03FFU7QC,619.2372366739173
03FT8UJ5,1651.2748866300317
03GIAKYC,648.470309460547
03GSIPUW,1307.2025461032538
03H42QBA,677.3199751361417
03HEO6XD,868.1623387554877
03HUWDQT,1228.773220099679
03I2XAUZ,1251.5437690892104
03P3BRWX,750.2177946179704
03R3QV2D,746.2480130201558
03SQRSGA,1329.8430276741594
03SQX4SO,1084.9196721901867
03T7B0MV,724.3242528038529
03U3P3FB,512.999901376398
03Y93852,823.2023807316323
03ZJ8ZHS,813.6166844370392
03ZJ8ZJA,342.88007468771957
0410QY1K,1358.8947772150107
04203XSD,1842.1474086659373
04297MV1,1549.6101544993435
043KMKMQ,747.0228324494084
043LIIF0,933.7071759930317
045FUDR0,952.5984507355281
046H1KPZ,917.3032588318691
047A0334,1642.5005061765828
0483RWEL,1673.6630219978715
048JNP3Y,906.3988589033868
049MGBP6,1313.7550700537245
04ALZ8PR,1107.2953187874666
04C92Z98,1981.4143908615665
04DHDCN5,1018.9498152502531
04DOLWSF,1321.45054191954
04FDOX33,763.9053636919488
04G16WNM,1318.0561263475672
04HZ0DVV,1329.7584016280064
04JH359S,1366.3256714548218
04M8VYZA,968.9078814021595
04MS371O,705.3089582498478
04NL4S6Z,882.0996723845265
04P3DVRW,2778.3783056900174
04PHPOGP,879.6388145672754
04PM33GH,612.0144661007996
04SCJP4H,450.5146592262821
04TTIGV6,1145.5267871710737
04UKKGIP,837.3309367454971
04VP0UUG,990.9294785202703
04VV9DUW,624.9282685409263
04WUDZZ4,859.4565246678543
04Z9M7UQ,723.0869241906179
050HHQ31,1121.8446162791936
053AB5JI,1137.474356436181
053ZR9JQ,1117.6295188852619
055K1UOL,911.219911898745
056RDD4X,625.5033788936141
056SJDYU,552.7583753648322
058WM88J,1587.480236632333
05A66KX5,636.7209855627343
05BDDDAR,736.8403840999545
05ECVRTB,1043.6015008382042
05ELVAQP,790.596490970211
05FRSXLZ,1697.9872517426102
05G9EFLJ,767.602371723104
05KMHBW9,1933.4861931431985
05KWM9TL,541.7275731230491
05LAMRQB,1085.5376800935667
05LI7PMD,607.1319786519416
05LKANAH,1237.637237681682
05M1D54K,1109.839015368254
05ND9UCD,473.85353411779226
05PVL6PQ,1816.3741479473947
05RAX4XJ,2203.2074020981204
05RM8HBJ,1552.9451977713713
05UFNNZJ,712.6879283450612
05UY00R1,1214.7818359781427
05V8F0KP,1297.5563385343014
05W5RJ66,2158.223795444078
05WF3QNZ,898.4141700107713
05WNG06E,1887.53423796385
05YTSV8D,729.6411343390565
05Z0H6MV,307.2172355270711
05ZTJ1GM,627.6880102508859
060CJJBV,719.3300209377835
060D11WT,614.3289138723999
060LVGYO,889.8561729810783
061YTJR4,371.2000623086028
063EUY66,1302.43645533463
064PH11R,646.9366367127132
065MJ4IQ,1824.8929486629916
067B12E0,1467.9717062052162
068LPPHT,1062.643945378082
068SFQA9,596.8683301069683
068UCEPC,439.9482695740787
0691U1JC,2196.822179812776
069BSPHP,576.4372259917301
06AOL01H,590.9060798639724
06CEOTQC,623.4116850996932
06CFZR6E,1419.5800576376719
06CVC448,930.4671565579134
06CXSKMU,1443.9160210617372
06D0E3KC,1584.5591216358457
06DFEQZ7,1178.5570485732883
06DXMGUO,2880.649045373586
06GA8ARZ,1109.364652563638
06GIU733,886.9854208188844
06MCRXT6,1486.692409394656
06ORD9WN,435.2765232433227
06OUB6OS,1180.5401012084085
06P03TWM,955.7544954477078
06RWWZZH,1043.2767104001248
06S130OX,721.6462714279968
06SOL5GK,1610.3844528598706
06SZG8Y5,600.9379330026869
06TNRS1U,1300.6801925712145
06U6M2NH,314.23524152227014
06VRLQT8,889.4619364677478
06WM2Y19,855.6823681684699
06WM308W,718.5442088919965
06Y4FCO1,792.3867270467499
07267YG9,799.4747809743028
077FWN85,2544.1550461176857
07A1WJ9E,751.6524781162943
07C49TB3,1048.1060088794666
07CKIEW8,1511.3734528287039
07CNY7D8,1669.3025470414775
07EVD777,722.6389066307756
07FISW9T,1201.8892743015972
07GUFWBR,2030.6552801410403
07IEVENH,936.6795286625835
07IF6KHK,1332.555922759396
07IZ0Z85,1061.0283337214273
07JKKTSS,976.8612889302485
07PFFIAF,837.0788039469294
07QA4M95,1001.4976871486042
07SBP22Y,424.9140650563545
07WW0QID,1351.635069728905
07X3SYX5,1191.299946546303
07X53A6Z,862.2902609147473
07YOWWRB,1413.1099582477452
080DI3AT,756.4649751909634
0828VVUO,644.5447909082608
085E71EE,797.0836511914868
086T5YRJ,849.7354628777135
089Z50UC,2407.419685481503
08B39OO5,1854.6754780356653
08B6V8Y8,1483.9790763735932
08C0Q6P3,1925.305105721595
08C8SRIK,457.7859738061777
08FZZWFQ,1367.0008448920285
08GUYACU,1312.6791618411166
08HS01EQ,800.780490344006
08J9YEI3,1124.6406167227465
08JITE5A,829.6283754533881
08LIIZLO,2674.3725008973006
08LP3Q2I,1775.4987615971572
08MUM1CR,484.43204452826376
08MVPYPO,1676.4539048376682
08O9UWNZ,2337.9671094919795
08OABO3R,677.3905225018115
08QGBHGA,835.923074018579
08QYBGXI,1180.0629981113118
08R6ZVON,1138.3860623548787
08TZE8NA,1250.7379020807348
08VMBN9C,1079.1963274703758
08XXGGRT,1816.1051326862173
08ZI74OK,1170.7798119588365
08ZSZEN4,1837.5395418444862
091XPF0K,1749.8712674682242
091XQTBJ,1246.8850468668647
091YNWIU,1320.2032714841002
094ZTEFA,742.3071858661326
0952TCAS,1090.889396851218
098FBDIW,1107.7454271328788
0998XHUQ,1308.9276094545448
099MYABK,1868.6600204539716
09ABB2KM,2339.709570058261
09ACSOXI,2738.839588112322
09EBGS5O,1147.4483788684029
09FK0F66,1839.655124350409
09FO9SIF,971.2805976370826
09GH71NT,2071.466949164782
09HD0YI6,827.651059034891
09HDGET4,1035.1157777012004
09ICDX5F,323.8684728311998
09KN9WSX,1295.210013102783
09QHKQ3H,1102.149953493505
09R2S2OL,629.0624213560548
09RGV68E,872.0044802409858
09TL2OK5,2738.011129296749
09VA0UVS,568.6064916374603
09VI40GE,705.3970709855274
09Y4HKAU,2323.309658211908
0A2WP5I1,1449.9333364604267
0A4IF5IE,591.2609871267683
0A6JVNQ9,912.1615006188428
0A8DLESC,498.0874106887368
0A8KD8FR,2393.9349525525167
0A8PE7N8,431.3377841153981
0A9G2GKR,822.1440268213444
0ABI7YZI,1077.9124059003448
0ACL4GE4,1298.956070277798
0AE9Q6S6,1543.707149775721
0AEDU6N1,989.7957487489407
0AEYILJW,1051.3578814970933
0AG26SV3,1155.60923605774
0AGPSN7S,457.3877569710097
0AHTK9PS,703.1261467111515
0AI5NQ4I,739.2707508666657
0AI9E4PW,667.8834736289856
0AIPDFU5,1774.8083090538112
0AM4C382,1041.6795271937908
0AM4X31Y,1504.6353564130345
0AMMHKBP,1281.3444577781147
0ANE39OH,1476.247381348469
0AQ7DKZ6,943.8805812568394
0AQYJ1EI,1848.309254319825
0ARUJQB7,727.0586126093029
0ASRAPYL,703.7177159220682
0AU00TTX,1041.9365794180806
0AU651JY,508.29240006511645
0AU9KWV4,1483.7414423627197
0AVWYCBB,2220.879386852096
0AWGGELS,1117.1989235523479
0AWU3268,838.6643419141466
0B12FA6B,1511.2845402115918
0B60J0B0,640.1107589114456
0B63Q5F7,875.9280379772238
0B6FX9T9,1867.0539876843604
0B6WF0WX,714.9165510990166
0B8R48AD,1108.9921464755662
0B9FM9GX,679.1499753766393
0BAAI1KB,708.4473316096112
0BB04DMT,1071.9122490095515
0BBC3M1E,1115.430769882234
0BBJVG4P,484.6832184473942
0BKL43RW,1435.8613336247722
0BKNTW7Q,1025.7816659209543
